,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Cloud Cover_clear,Cloud Cover_cloudy,Cloud Cover_overcast,Cloud Cover_partly cloudy,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Location_coastal,Location_inland,Location_mountain,Weather Type,prediction
7230,0.4539139948661634,-0.8207967989321413,-0.12101639306265005,-1.1122324116787965,-0.1431193343046076,-0.007195067051395136,0.1551987854738733,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
2551,0.3963474997086359,-0.8207967989321413,0.6745727301564025,-1.1122324116787965,2.089092000598951,0.5114391176771621,2.6754417495869207,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,3
8066,0.3963474997086359,1.1050872941622851,1.180856717659436,0.10660053075586794,0.1730841442645888,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
5589,-1.1579478695446066,-0.3763620082180429,0.31294131051137863,0.856651572254123,-0.1851915963067026,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
2617,-0.2944504421816941,0.26559935614676594,-0.9166055162817026,1.0441643326286867,0.36227702056331346,-0.5258292517799524,1.7859442328411392,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
6938,0.3387810045511084,0.5125075732101539,0.24061502658237385,-0.3621813701805415,0.2511427435766515,-0.5258292517799524,0.30344837159817023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
9516,0.5114804900236909,1.5495220848763835,-0.6996266644946882,0.5128781782340894,0.3072390929127771,-1.0444634365085097,-0.14130038677472048,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
7345,0.7993129658113284,-0.4751252950433981,-1.0612580841397121,0.7003909386086532,1.4421317452837286,1.5487074871342765,3.713188852456999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,1
2954,0.7993129658113284,-2.1541011710744367,-0.5549740966366787,-1.643518566073394,0.14291912622535183,1.8080245794985552,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
6596,-1.560913335647299,1.9445752321778045,3.856929223032613,0.8253994455250291,-0.5270618007513911,2.0673416718628337,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
13016,0.5114804900236909,-2.005956240836404,-0.12101639306265005,-1.2372409185951725,0.2868644754652226,0.25212202531288347,1.3411954744682486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
9689,1.1447119367564933,-2.4010093881378247,-1.2782369359267265,-1.2997451720533604,0.2619915658539202,0.5114391176771621,0.006949199349576417,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
8187,-1.676046325962354,1.4507587980510284,-0.04869010913364527,0.23160903767224378,-0.41539831292193596,-1.0444634365085097,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10874,-0.23688394702416657,0.26559935614676594,0.4575938783693882,1.2629292197323445,0.1545617647668133,-0.26651215941567374,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
6664,0.10851502392099842,1.1050872941622851,-0.19334267699165483,0.2628611644013377,0.27628025860934746,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
12156,0.3963474997086359,0.06807278249605551,0.3852675944403834,1.0441643326286867,-0.11136668373699117,-0.5258292517799524,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1
12441,0.3387810045511084,1.500140441463706,0.8192252980144121,-0.11216435634778979,-0.15264512947489342,-1.0444634365085097,-0.5860491451476112,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
3856,-0.006617966394056577,-0.030690504329299696,0.529920162298393,-0.9872239047624207,3.694717697634848,-1.0444634365085097,0.8964467160953579,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
11397,-0.17931745186663905,-0.030690504329299696,-0.7719529484236931,-1.2059887918660785,-0.10819141868022923,-0.5258292517799524,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
7518,0.16608151907852592,-1.6602847369476605,-1.133584368068717,-1.1747366651369846,0.4482737825172795,0.7707562100414407,1.3411954744682486,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
5740,-0.35201693733922157,1.4507587980510284,1.3978355694464504,0.9816600791704989,0.23023891528630377,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
9664,0.9720124512839109,-0.22821707798001012,-0.48264781270767393,-1.0809802849497026,0.4154627102640768,1.5487074871342765,1.0446963022196547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
12500,0.4539139948661634,-0.3763620082180429,1.2531830015884406,1.2316770930032506,0.042633671515958566,-1.0444634365085097,-0.2895499728990174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
10128,0.5114804900236909,0.1668360693214107,0.16828874265336907,0.2628611644013377,-0.08808140665407126,-0.26651215941567374,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
2284,0.2812145093935809,-0.8207967989321413,-0.7719529484236931,-1.2684930453242664,0.22335917432998373,1.0300733024057194,1.1929458883439517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
8027,0.6266134803387459,-0.1788354345673325,-0.9166055162817026,-1.674770692802488,0.4236654783273767,1.5487074871342765,0.8964467160953579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
2712,-0.754982403441914,0.018691139083377908,-0.48264781270767393,-0.705954764200575,-1.1483553301911216,1.5487074871342765,2.6754417495869207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
5254,-1.676046325962354,-0.2775987213926877,-0.2656689609206596,-0.01840797616050791,-0.5048349453540605,-1.0444634365085097,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
7467,-1.2730808598596615,0.6112708600355091,1.3978355694464504,0.6691388118795593,-0.5230927194304394,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
6010,-0.5247164228118041,-0.7714151555194637,-0.9889318002107074,-0.6121983840132932,0.05586394258579949,-0.26651215941567374,-0.14130038677472048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
9507,0.3387810045511084,1.500140441463706,1.2531830015884406,0.6691388118795593,-0.09310890966060925,-0.26651215941567374,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
8835,0.6841799754962734,0.31498099955944353,-0.6996266644946882,-1.0497281582206086,0.14794662923189283,-0.26651215941567374,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
4428,1.1447119367564933,0.06807278249605551,2.482729828381522,1.1379207128159687,0.14186070453976554,1.5487074871342765,-1.1790474896447989,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
5076,-0.35201693733922157,0.7100341468608643,0.7468990140854073,0.012844150568586054,-0.33045997265355626,-1.0444634365085097,-0.882548317396205,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
8307,-1.100381374387079,-0.030690504329299696,0.8915515819434169,0.3878696713177136,-0.56040208384739,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
11798,-0.06418446155158407,-1.4627581632969502,-0.9166055162817026,-0.11216435634778979,0.8904294416713643,-0.007195067051395136,3.268440094084108,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,0
4389,-0.40958343249674906,0.1668360693214107,1.470161853375455,1.4816941068360023,0.07597395461195747,1.0300733024057194,2.082443405089733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
8302,0.7993129658113284,-1.363994876471595,-0.8442792323526979,-1.2059887918660785,0.2667544634390646,1.289390394769998,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3
663,-0.40958343249674906,-2.2034828144871144,0.02363617479535951,-1.2997451720533604,0.5154835595520705,2.585975856591391,-0.14130038677472048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,3
5842,-0.06418446155158407,0.1668360693214107,-0.2656689609206596,0.4816260515049955,-0.11295431626537064,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
9770,0.3387810045511084,0.3643626429721211,-0.6996266644946882,0.2941132911304317,-0.04891980428734163,-0.785146344144231,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
12113,-1.6184798308048265,-0.3763620082180429,-0.48264781270767393,-0.6434505107423871,-1.3645379594723244,-0.007195067051395136,2.8236913357112177,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2
2004,2.6414408108522083,1.9445752321778045,2.121098408736498,1.4816941068360023,-0.054741123558072355,1.5487074871342765,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
5640,0.05094852876347092,-0.9195600857574966,-0.6273003805656835,0.9504079524414049,-2.822778436790189,1.0300733024057194,0.5999475438467641,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
4872,0.16608151907852592,-1.5121398067096279,-1.133584368068717,-1.6122664393443,0.4890230174123886,1.289390394769998,1.3411954744682486,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
7650,-0.9276818889144965,0.6606525034481867,0.31294131051137863,-0.08091222961869583,-0.5482302344631385,-0.785146344144231,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
8682,0.6266134803387459,0.4137442863847987,0.24061502658237385,0.7003909386086532,0.25193655984084123,-0.785146344144231,-0.734298731271908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
12423,0.6266134803387459,-1.1664683028208847,-1.2059106519977218,-1.6122664393443,0.4323974572334728,1.5487074871342765,0.7481971299710609,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
2587,-1.5033468404897714,1.1544689375749628,-1.0612580841397121,1.1379207128159687,-0.3196111503762875,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
2828,-1.100381374387079,0.6606525034481867,-0.4103215287786692,0.5753824316922773,-0.4987490206619332,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
3840,0.8568794609688559,0.759415790273542,0.9638778658724216,1.2941813464614385,-0.3645940720137449,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
12928,-0.870115393756969,0.8581790770988972,0.529920162298393,0.10660053075586794,-0.3672401262277136,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10228,-0.46714992765427654,0.26559935614676594,1.470161853375455,0.9504079524414049,-0.09945943977413313,-0.5258292517799524,-0.5860491451476112,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
6419,-1.676046325962354,0.31498099955944353,-0.04869010913364527,0.6691388118795593,-0.3423672166164143,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10592,0.7993129658113284,-0.5245069384560758,-1.3505632198557314,-1.45600580569883,0.12783661720573486,0.5114391176771621,0.1551987854738733,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
343,-0.40958343249674906,1.4013771546383509,-0.6273003805656835,1.0129122058995927,-0.015579521191342727,-0.26651215941567374,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
9415,0.6266134803387459,0.9075607205115748,0.8192252980144121,0.5128781782340894,-0.33019536723215964,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
11230,0.6841799754962734,-0.9689417291701742,-1.2782369359267265,-1.643518566073394,0.16117690030173376,0.7707562100414407,1.0446963022196547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
4499,0.8568794609688559,-0.623270225281431,-0.6996266644946882,-1.674770692802488,0.24505681888452416,1.8080245794985552,1.0446963022196547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,3
12669,-0.46714992765427654,1.1050872941622851,3.567624087316594,0.887903698983217,0.03496011429545179,0.7707562100414407,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
2528,-1.676046325962354,-0.1788354345673325,-0.48264781270767393,-0.01840797616050791,-0.6707425445698653,-1.0444634365085097,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
9891,-1.8487458114349362,0.9075607205115748,0.529920162298393,0.6378866851504653,-0.25319518960568627,-0.785146344144231,-0.4377995590233143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10460,-1.791179316277409,0.11745442590873312,1.0362041498014265,1.669206867210566,-0.2658962498327311,1.0300733024057194,-0.882548317396205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
3158,-1.330647355017189,-1.6602847369476605,-0.2656689609206596,1.3879377266487203,-2.8807270240760934,1.289390394769998,-1.6237962480176895,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
8560,-0.985248384072024,0.8087974336862196,0.8915515819434169,0.16910478421405586,-0.4669963700943138,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
13086,-0.12175095670911157,0.9075607205115748,-0.5549740966366787,1.3566855999196263,-0.01637333745553246,-0.26651215941567374,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1
8137,-1.215514364702134,1.747048658527094,1.3255092855174455,1.70045899393966,-0.31643588531952554,2.3266587642271124,0.1551987854738733,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
725,-1.5033468404897714,0.1668360693214107,-0.48264781270767393,1.2629292197323445,-0.1656107951233378,-1.0444634365085097,-0.5860491451476112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11061,-1.3882138501747165,0.6606525034481867,-0.48264781270767393,0.07534840402677398,-0.410370809915395,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
12572,-0.12175095670911157,-0.3269803648053653,0.6022464462273978,0.9816600791704989,-0.3788827647691751,-0.785146344144231,-0.882548317396205,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
7292,0.2812145093935809,-2.1541011710744367,-0.9889318002107074,1.1691728395450627,2.1907004824153335,2.3266587642271124,-0.2895499728990174,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
1651,-0.46714992765427654,0.1668360693214107,-1.2782369359267265,-0.23717286326416565,0.2437337917775413,-0.5258292517799524,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
12858,-0.12175095670911157,-0.8701784423448189,-0.2656689609206596,-1.0184760314915147,0.0008260149352601444,-0.5258292517799524,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
9391,1.3749779173866032,-2.4010093881378247,-0.48264781270767393,-1.2059887918660785,0.4556827343163927,0.25212202531288347,0.4516979577224671,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
12361,-0.5247164228118041,1.1544689375749628,0.6022464462273978,1.606702613752378,0.2077474544675736,0.25212202531288347,-0.734298731271908,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0
11920,0.2236480142360534,1.4013771546383509,0.9638778658724216,0.9816600791704989,-0.06982363257768934,1.8080245794985552,-1.3272970757690956,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0
3636,-1.560913335647299,0.8087974336862196,1.470161853375455,0.2941132911304317,-0.4246595026708222,-1.0444634365085097,-0.882548317396205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
8057,0.7417464706538008,0.31498099955944353,-0.12101639306265005,-0.799711144387857,0.21780246048065258,-0.26651215941567374,0.8964467160953579,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
8996,-0.6974159082843865,1.3026138678129955,1.470161853375455,1.1379207128159687,0.35063438202185504,-0.007195067051395136,-0.4377995590233143,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
8148,-0.870115393756969,-0.42574365163072053,-0.6996266644946882,1.2941813464614385,-0.5918901289936128,-0.785146344144231,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
5463,0.6841799754962734,-0.030690504329299696,-0.12101639306265005,-0.39343349690963547,0.27733868029493675,-0.5258292517799524,0.4516979577224671,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0
5124,0.7993129658113284,0.9075607205115748,0.16828874265336907,1.3879377266487203,0.5149543487092774,1.289390394769998,1.4894450605925453,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
3159,-0.5247164228118041,0.6112708600355091,0.6745727301564025,0.2941132911304317,0.36254162598471307,-1.0444634365085097,-0.2895499728990174,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1
8555,-0.985248384072024,0.3643626429721211,-0.6273003805656835,-0.04966010288960187,-0.2950028461863817,-1.0444634365085097,-0.882548317396205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
6209,0.5114804900236909,0.31498099955944353,1.1085304337304311,0.887903698983217,0.32443844530356974,-1.0444634365085097,-0.734298731271908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
7990,-0.23688394702416657,-0.6726518686941085,0.6022464462273978,-1.3309972987824543,0.09370251784554322,-0.5258292517799524,0.5999475438467641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
2754,-1.676046325962354,-0.3763620082180429,-1.2782369359267265,0.2628611644013377,-0.4971613881335507,-0.785146344144231,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
4266,-0.12175095670911157,-0.42574365163072053,0.02363617479535951,-0.6747026374714811,-0.12168629517146673,-0.26651215941567374,0.006949199349576417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
11858,-1.1579478695446066,-0.22821707798001012,0.6022464462273978,1.3254334731905324,-0.5913609181508197,-0.785146344144231,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
10332,0.6266134803387459,0.06807278249605551,0.9638778658724216,0.6691388118795593,-0.0875521958112781,-0.785146344144231,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
7620,0.6841799754962734,0.759415790273542,1.470161853375455,0.5128781782340894,0.3495759603362687,-1.0444634365085097,-1.030797903520502,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
8083,-1.3882138501747165,-0.9689417291701742,-0.9889318002107074,0.10660053075586794,-1.9366148805322463,-0.26651215941567374,2.082443405089733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2
8358,0.2236480142360534,1.4013771546383509,-0.12101639306265005,0.20035691094314984,-0.03542492779610412,-0.5258292517799524,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
10921,0.5114804900236909,1.4013771546383509,-0.12101639306265005,0.7003909386086532,-0.2479030811777487,-0.5258292517799524,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
9065,1.3749779173866032,-1.5121398067096279,-0.12101639306265005,-1.581014312615206,0.36518768019867887,0.5114391176771621,1.3411954744682486,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3
11043,0.16608151907852592,0.1668360693214107,0.4575938783693882,-0.17466860980597773,0.21780246048065258,-0.785146344144231,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1978,0.5114804900236909,-1.1664683028208847,-0.33799524484966437,-1.643518566073394,0.3461360898581102,1.289390394769998,-0.14130038677472048,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
7262,0.9720124512839109,1.747048658527094,1.180856717659436,0.6066345584213714,0.17493638221436786,1.289390394769998,0.4516979577224671,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3
10895,-1.445780345332244,-0.42574365163072053,0.9638778658724216,0.7316430653377471,-0.2553120329768589,-0.785146344144231,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
1569,0.3387810045511084,-0.9689417291701742,-0.12101639306265005,-1.1434845384078904,0.27495723150236456,0.25212202531288347,0.30344837159817023,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,3
1121,-2.2517112775376287,-0.22821707798001012,0.24061502658237385,0.7628951920668411,0.032843270924276156,2.585975856591391,3.268440094084108,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0
9404,0.16608151907852592,1.4507587980510284,-0.04869010913364527,1.2941813464614385,0.29321500557874647,-0.785146344144231,-0.5860491451476112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
7578,0.9720124512839109,-0.7714151555194637,-0.4103215287786692,-1.487257932427924,0.39482348739512263,0.25212202531288347,1.3411954744682486,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3
11828,0.10851502392099842,-0.42574365163072053,-0.6273003805656835,-0.20592073653507167,0.052953282950434125,-0.26651215941567374,0.1551987854738733,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0
5979,-0.40958343249674906,-0.9195600857574966,0.31294131051137863,-0.6434505107423871,0.30750369833417374,-0.5258292517799524,0.4516979577224671,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0
9600,-1.330647355017189,0.46312592979747635,-1.133584368068717,0.4503739247759015,-0.6657150415633243,-0.785146344144231,-0.14130038677472048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
8523,-1.8487458114349362,1.5495220848763835,-0.5549740966366787,0.887903698983217,-0.3907900087320301,-0.26651215941567374,-1.6237962480176895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
11027,-1.0428148792295515,1.0557056507496076,0.9638778658724216,1.1379207128159687,-0.6511617433865005,-1.0444634365085097,-1.1790474896447989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2
11454,-1.0428148792295515,1.500140441463706,0.24061502658237385,0.20035691094314984,-0.6321101530459288,-0.785146344144231,-1.3272970757690956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2
6043,1.0295789464414384,-1.5615214501223054,-0.6273003805656835,-0.768459017658763,-1.0795579206279482,-0.26651215941567374,2.6754417495869207,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1
4129,-0.9276818889144965,-0.1788354345673325,-1.3505632198557314,0.887903698983217,1.2068975256619603,2.3266587642271124,-0.5860491451476112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2
10059,0.2812145093935809,0.8581790770988972,2.0487721248074933,0.6378866851504653,-0.028545186839787077,1.5487074871342765,0.006949199349576417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1
12303,0.16608151907852592,-0.3269803648053653,-0.7719529484236931,-1.674770692802488,0.3966757253449017,1.8080245794985552,1.1929458883439517,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
5953,-0.40958343249674906,1.500140441463706,-0.2656689609206596,0.3878696713177136,-0.31934654495489095,-1.0444634365085097,-1.3272970757690956,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
7955,1.432544412544131,0.3643626429721211,1.2531830015884406,1.606702613752378,-0.012139650713184206,1.8080245794985552,-0.734298731271908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1
6894,-0.35201693733922157,-0.5245069384560758,0.6745727301564025,-1.2372409185951725,0.02993261128891079,-0.26651215941567374,0.8964467160953579,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0
10455,-0.2944504421816941,-0.030690504329299696,0.4575938783693882,0.2941132911304317,-0.3555974876862552,-0.26651215941567374,-0.4377995590233143,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
5894,1.0871454415989659,-0.7714151555194637,-1.0612580841397121,-1.5497621858861121,0.32338002361798346,0.25212202531288347,0.5999475438467641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3,3
